name,index year,overall score,property rights,freedom from corruption,fiscal freedom,government spending,business freedom,labor freedom,monetary freedom,trade freedom,investment freedom,financial freedom
Saint Vincent and the Grenadines,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samoa,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ṣo Tom̩ and Pr�_ncipe ,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,2003,63.2,50,50,99.4,66.7,70,N/A,88.3,64.4,50,30
Senegal,2003,58.1,50,29,59.8,88,55,N/A,80.4,61,50,50
Serbia ,2003,43.5,30,10,79.8,89.2,40,N/A,34.2,68.4,10,30
Seychelles,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sierra Leone,2003,42.2,10,10,70.6,75.3,40,N/A,81.9,31.8,30,30
Singapore,2003,88.2,90,92,87.8,90.2,100,N/A,88.6,85,90,70
Slovakia,2003,59,50,37,67.5,22.3,70,N/A,71.3,72.8,70,70
Slovenia,2003,57.7,50,52,53.1,40.6,85,N/A,76.7,62.2,50,50
Solomon Islands,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,2003,67.1,50,48,68,80,70,N/A,80.1,68,70,70
South Korea,2003,68.3,70,42,74.2,81.8,70,N/A,83.4,73.2,70,50
Spain,2003,68.8,70,70,52.6,52.2,70,N/A,83.3,81.4,70,70
Sri Lanka,2003,62.5,50,50,73.4,80.3,70,N/A,68.6,70.2,50,50
Sudan,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suriname,2003,46.9,50,10,67.3,48.1,55,N/A,45.4,66.8,50,30
Swaziland,2003,59.6,50,30,73.5,72.5,70,N/A,72.9,68,50,50
Sweden,2003,70,90,90,29.8,2.9,70,N/A,86.4,81.4,90,90
Switzerland,2003,79,90,84,80.4,55.3,70,N/A,88.3,83,70,90
Syria,2003,41.3,30,10,75.8,71,55,N/A,75.1,15,30,10
Taiwan,2003,71.7,70,59,76.1,81.3,70,N/A,91.3,77.2,50,70
Tajikistan,2003,46.5,30,10,74,94,55,N/A,46.9,69,30,10
Tanzania,2003,56.9,30,22,80.9,92.2,55,N/A,75.1,56.6,50,50
Thailand ,2003,65.8,70,32,75.2,93.1,70,N/A,87.3,64.8,50,50
The Bahamas,2003,73.5,90,70,96.9,88.8,100,N/A,80.4,15,50,70
The Gambia,2003,56.3,50,10,72.9,85.3,55,N/A,78.1,55.4,50,50
The Netherlands,2003,74.6,90,88,44.1,35.4,70,N/A,82.8,81.4,90,90
The Philippines,2003,61.3,50,29,77.6,88.6,55,N/A,74.5,77.4,50,50
Timor-Leste,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Togo,2003,46.8,30,10,52.3,88.9,40,N/A,78.9,61,30,30
Tonga,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trinidad and Tobago,2003,68.8,70,53,72.4,81.8,70,N/A,81.1,51,70,70
Tunisia,2003,58.1,50,53,68.8,67.9,70,N/A,85.4,27.4,50,50
Turkey,2003,51.9,50,36,64.6,45,55,N/A,42.9,73.6,50,50
Turkmenistan,2003,51.3,30,10,90.1,88.7,55,N/A,63.3,85,30,10
Uganda,2003,60.1,50,19,80.9,78.5,55,N/A,84.8,72.8,50,50
Ukraine,2003,51.1,30,21,67.1,68.1,55,N/A,64,74.6,30,50
United Arab Emirates,2003,73.4,70,90,99.9,68.1,70,N/A,85.2,77,50,50
United Kingdom,2003,77.5,90,83,60.9,51,85,N/A,85.9,81.4,70,90
United States,2003,78.2,90,76,63.5,63.5,85,N/A,84.2,81.4,70,90
Uruguay ,2003,69.8,70,51,87,70.2,70,N/A,81.4,59,70,70
Uzbekistan,2003,38.3,30,27,72,72.6,40,N/A,41.3,22,30,10
Vanuatu,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Venezuela ,2003,54.8,30,28,75,86.3,55,N/A,61,58.2,50,50
Vietnam,2003,46.2,10,26,62.5,83,40,N/A,86.5,47.6,30,30
Yemen,2003,50.3,30,10,75,63.5,55,N/A,68.7,70.2,50,30
Zambia,2003,55.3,50,26,75.1,72.8,55,N/A,59.6,58.8,50,50
Zimbabwe,2003,36.7,10,29,68.1,63.5,55,N/A,32.9,52.2,10,10
Afghanistan,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Albania,2002,56.8,30,10,79.2,67.3,55,N/A,86,63.4,70,50
Algeria,2002,61,30,50,65,71.2,70,N/A,82.8,60,70,50
Angola,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Argentina,2002,65.7,50,35,72.4,76.5,70,N/A,94.3,53,70,70
Armenia,2002,68,50,25,88.3,81.3,55,N/A,91.1,81.4,70,70
Australia,2002,77.3,90,83,56.4,61.1,85,N/A,83.3,77.4,70,90
Austria,2002,67.4,90,77,44.5,18.9,70,N/A,86.4,79.6,70,70
Azerbaijan,2002,53.3,30,15,78.4,88,55,N/A,78.8,74.4,30,30
Bahrain,2002,75.6,60,70,99.3,74.8,85,N/A,84.3,76.6,50,80
Bangladesh ,2002,51.9,30,23,77.3,93.3,40,N/A,72.7,50.6,50,30
Barbados,2002,73.6,90,70,59,65.3,85,N/A,86.3,66.8,70,70
Belarus,2002,39,30,41,68.2,36.5,40,N/A,0,75.4,30,30
Belgium,2002,67.6,90,61,33.7,28,70,N/A,86,79.6,90,70
Belize,2002,65.6,50,50,84.5,74.8,70,N/A,94,66.8,50,50
Benin,2002,57.3,30,30,71.4,90.3,55,N/A,78.3,61,50,50
Bhutan,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bolivia,2002,65.1,30,27,88.7,69.3,55,N/A,81.9,74.2,90,70
Bosnia and Herzegovina,2002,37.4,10,10,66.8,0,40,N/A,77.2,72.6,30,30
Botswana,2002,66.2,70,60,73.1,44.5,70,N/A,76.9,61,70,70
Brazil,2002,61.5,50,39,86.3,71.2,70,N/A,79.3,58,50,50
Bulgaria,2002,57.1,50,35,68.3,49.6,55,N/A,75.8,60.2,70,50
Burkina Faso,2002,58.8,30,30,65.9,78.1,55,N/A,89.4,61,70,50
Burma,2002,45.5,10,10,74.9,95.7,40,N/A,69.6,69,10,30
Burundi,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cambodia,2002,60.7,30,30,91.3,91.3,55,N/A,81.6,67,50,50
Cameroon,2002,52.8,30,20,50.4,89.2,55,N/A,82,48.2,50,50
Canada,2002,74.6,90,92,71.1,49.6,85,N/A,85.4,78.6,50,70
Cape Verde,2002,57.6,50,30,64.5,49.6,70,N/A,87.2,46.8,70,50
Central African Republic,2002,59.8,50,30,65.3,88,55,N/A,82,48.2,70,50
Chad,2002,49.2,30,10,45.9,89.2,55,N/A,84.1,48.2,30,50
Chile,2002,77.8,90,74,74,82.7,85,N/A,82.7,71.4,70,70
China,2002,52.8,30,31,70.3,92.3,55,N/A,87.6,48.6,30,30
Colombia,2002,64.2,30,32,72.6,89.2,70,N/A,74.5,69.8,70,70
Comoros,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Costa Rica ,2002,67.5,50,54,83.3,85.5,70,N/A,74.2,71,70,50
C̫te d'Ivoire ,2002,57.3,30,27,52.2,85.5,55,N/A,85.4,61,50,70
Croatia,2002,51.1,30,37,68.3,25,55,N/A,75.7,68.8,50,50
Cuba,2002,32.4,10,10,46.5,12.5,40,N/A,72,60.6,30,10
Cyprus,2002,73,90,70,71.2,58.9,85,N/A,83.5,78.8,50,70
Czech Republic,2002,66.5,70,43,66.8,33.7,70,N/A,82.2,73,70,90
Democratic Republic of Congo,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Denmark,2002,71.1,90,98,32.2,5.9,85,N/A,89.6,79.6,70,90
Djibouti,2002,57.8,50,30,78.8,67.3,55,N/A,87.8,51,50,50
Dominica,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominican Republic,2002,58.6,30,30,85.3,93.3,55,N/A,73.1,60.8,50,50
Ecuador,2002,53.1,30,26,86.7,84.1,55,N/A,33.4,62.4,70,30
Egypt,2002,54.1,50,31,65.6,71.2,55,N/A,79.2,55,50,30
El Salvador ,2002,73,50,41,83.7,93.3,85,N/A,86.3,77.4,70,70
Equatorial Guinea,2002,46.4,10,10,89.6,92.3,55,N/A,72.3,48.2,30,10
Eritrea,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Estonia,2002,77.6,70,57,80,54.4,85,N/A,87,85,90,90
Ethiopia,2002,49.8,30,32,70.3,71.2,55,N/A,79.7,50,30,30
Fiji,2002,53.9,30,30,70.9,76.5,70,N/A,81.7,46.2,30,50
Finland,2002,73.6,90,100,55.6,28,85,N/A,84.6,79.6,70,70
France,2002,58,70,67,37.2,15.7,70,N/A,82.7,79.6,50,50
Gabon,2002,58,50,50,53.2,76.5,55,N/A,89.5,48.2,50,50
Georgia,2002,56.7,30,23,90.7,85.5,55,N/A,67.4,79.2,50,30
Germany,2002,70.4,90,76,53.3,36.5,70,N/A,88,79.6,90,50
Ghana,2002,57.2,50,35,73.3,79.7,55,N/A,65.9,55.6,50,50
Greece,2002,59.1,50,49,50.1,54.4,70,N/A,78.7,79.6,50,50
Guatemala ,2002,62.3,30,32,79.8,95.7,55,N/A,74.7,73.6,50,70
Guinea,2002,52.9,30,25,71.3,92.3,55,N/A,74.4,28,50,50
Guinea-Bissau,2002,42.3,10,10,65.1,79.7,40,N/A,74.6,61,30,10
Guyana,2002,54.3,50,30,60.9,47.1,55,N/A,79.1,66.8,50,50
Haiti,2002,47.9,10,10,78.3,95.7,40,N/A,67.9,68.8,30,30
Honduras ,2002,58.7,50,18,84.4,82.7,55,N/A,68.6,69.8,50,50
Hong Kong,2002,89.4,90,77,93.8,90.3,100,N/A,83.7,90,90,90
Hungary ,2002,64.5,70,52,65.5,28,70,N/A,74.7,80,70,70
Iceland,2002,73.1,90,91,63.1,44.5,85,N/A,81.7,82.2,70,50
India,2002,51.2,50,28,76.7,78.1,55,N/A,70.8,21.8,50,30
Indonesia,2002,54.8,30,17,79.4,86.8,55,N/A,72.4,72.6,50,30
Iran,2002,36.4,10,10,40.9,79.7,40,N/A,59.5,47.2,30,10
Iraq,2002,15.6,10,10,10,10.2,40,N/A,0,40,10,10
Ireland,2002,80.5,90,72,66.5,69.3,85,N/A,81.8,79.6,90,90
Israel,2002,66.9,70,66,54.8,33.7,70,N/A,85,83,90,50
Italy,2002,63.6,70,46,48,33.7,70,N/A,85.5,79.6,70,70
Jamaica ,2002,61.7,50,38,76.1,56.7,70,N/A,77.4,66.8,90,30
Japan,2002,66.7,70,64,70.7,54.4,70,N/A,90.6,80.4,50,50
Jordan,2002,66.2,50,46,76.4,63.3,70,N/A,89,61.4,70,70
Kazakhstan,2002,52.4,30,30,79.3,84.1,55,N/A,68.6,65,30,30
Kenya,2002,58.2,50,21,77.9,78.1,55,N/A,76.4,65,50,50
Kiribati,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kuwait,2002,65.4,70,70,99.9,41.9,70,N/A,80.2,76.8,30,50
Kyrgyz Republic ,2002,51.7,30,22,72.5,61.1,55,N/A,60,65,50,50
Laos,2002,36.8,10,10,66.4,91.3,40,N/A,38.1,55.6,10,10
Latvia,2002,65,50,34,76.8,49.6,70,N/A,84.4,80,70,70
Lebanon,2002,57.1,30,10,92,61.1,55,N/A,92.3,53.4,50,70
Lesotho,2002,48.9,50,30,64.7,5.9,55,N/A,73.4,61,50,50
Liberia,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Libya,2002,35.4,10,10,51.3,64.7,40,N/A,73.8,49,10,10
Liechtenstein,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2002,66.1,50,41,74.1,69.3,70,N/A,87.7,82.8,70,50
Luxembourg,2002,79.4,90,86,56.8,52,85,N/A,85.2,79.6,90,90
Macau,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Macedonia,2002,58,30,33,81,63.3,55,N/A,77.2,63,50,70
Madagascar,2002,56.8,50,30,74.3,90.3,70,N/A,74,22.4,50,50
Malawi,2002,56.9,50,41,73,74.8,55,N/A,53.5,65,50,50
Malaysia ,2002,60.1,50,48,81.5,84.1,70,N/A,80.7,66.6,30,30
Maldives,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mali,2002,61.1,50,10,69.8,82.7,70,N/A,86,61,70,50
Malta,2002,62.2,90,30,64.6,30.9,70,N/A,79.1,75.4,50,70
Mauritania,2002,52.5,30,30,51.3,79.7,55,N/A,77.5,29,70,50
Mauritius,2002,67.7,70,47,84.2,84.1,70,N/A,70.7,62.8,50,70
Mexico,2002,63,50,33,68.8,85.5,55,N/A,73.2,81.2,50,70
Micronesia,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moldova,2002,57.4,50,26,78.2,76.5,55,N/A,54.7,76,50,50
Mongolia,2002,56.7,50,43,64.1,54.4,55,N/A,72.5,71,50,50
Montenegro,2002,46.6,30,10,89.8,74.8,40,N/A,46.8,88.4,10,30
Morocco,2002,59,30,47,62.3,69.3,70,N/A,86.8,46,70,50
Mozambique ,2002,57.7,30,22,82.5,81.3,55,N/A,70.8,57.4,70,50
Namibia,2002,65.1,70,54,65.6,69.3,70,N/A,76.2,61,70,50
Nepal,2002,52.3,30,10,84,89.2,55,N/A,78.2,64.2,30,30
New Zealand,2002,80.7,90,94,62.5,49.6,85,N/A,86.5,78.4,90,90
Nicaragua ,2002,61.1,30,31,81.3,81.3,55,N/A,68.5,63.2,70,70
Niger,2002,48.2,30,10,45.8,90.3,55,N/A,81.6,61,30,30
Nigeria,2002,50.9,30,12,84.2,74.8,55,N/A,77.1,45,50,30
North Korea,2002,8.9,10,10,0,0,40,N/A,0,0,10,10
Norway,2002,67.4,90,91,51.1,41.9,70,N/A,79.3,82.8,50,50
Oman,2002,64,50,70,98.5,47.1,70,N/A,84.7,75.4,30,50
Pakistan ,2002,55.8,30,22,73.8,85.5,55,N/A,76.6,59,50,50
Panama ,2002,68.5,30,50,80.9,76.5,70,N/A,87.8,61,70,90
Papua New Guinea,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paraguay ,2002,59.6,30,20,89.8,92.3,55,N/A,71.3,58,70,50
Peru,2002,64.8,30,44,80.5,91.3,55,N/A,82.3,60.4,70,70
Poland,2002,65,70,41,65.3,49.6,70,N/A,70.4,78.8,70,70
Portugal,2002,65.4,70,64,60.8,39.3,70,N/A,84.7,79.6,70,50
Qatar,2002,61.9,50,70,87.5,56.7,55,N/A,81.2,77,50,30
Republic of Congo ,2002,45.3,30,10,54.5,67.3,55,N/A,82.8,48.2,30,30
Romania,2002,48.7,30,29,64.4,58.9,55,N/A,46.6,74.4,50,30
Russia,2002,48.7,30,21,84.9,58.9,55,N/A,51.3,57.4,50,30
Rwanda,2002,50.4,30,10,67,88,40,N/A,79.3,59.4,50,30
Saint Lucia,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samoa,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ṣo Tom̩ and Pr�_ncipe ,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,2002,65.3,50,70,99.4,71.2,70,N/A,83.4,63.4,50,30
Senegal,2002,58.6,50,35,59.9,86.8,55,N/A,79.4,61,50,50
Serbia ,2002,46.6,30,10,89.8,74.8,40,N/A,46.8,88.4,10,30
Seychelles,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sierra Leone,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Singapore,2002,87.4,90,91,83.1,90.3,100,N/A,89,83,90,70
Slovakia,2002,59.8,50,35,61.1,33.7,70,N/A,68.8,79.8,70,70
Slovenia,2002,57.8,50,55,51.8,41.9,85,N/A,72,64.2,50,50
Solomon Islands,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,2002,64,50,50,65.2,79.7,70,N/A,80.3,61,70,50
South Korea,2002,69.5,90,40,69.9,82.7,70,N/A,85.2,67.6,70,50
Spain,2002,68.8,70,70,53.1,52,70,N/A,84.1,79.6,70,70
Sri Lanka,2002,64,50,50,73.3,81.3,70,N/A,79.3,72,50,50
Sudan,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suriname,2002,48,50,10,65.7,65.3,55,N/A,39,66.8,50,30
Swaziland,2002,60.9,50,30,72.7,71.2,70,N/A,73.4,61,70,50
Sweden,2002,70.8,90,94,31.4,2.5,70,N/A,89.7,79.6,90,90
Switzerland,2002,79.3,90,86,80,56.7,70,N/A,88.1,83,70,90
Syria,2002,36.3,30,10,40.4,63.3,55,N/A,73,15,30,10
Taiwan,2002,71.3,70,55,75.7,82.7,70,N/A,88.5,80,50,70
Tajikistan,2002,47.3,30,10,61.6,91.3,55,N/A,48.9,69,30,30
Tanzania,2002,58.3,30,25,81,94.1,55,N/A,73.2,46,70,50
Thailand ,2002,69.1,70,32,75.3,90.3,70,N/A,86.4,77.8,70,50
The Bahamas,2002,74.4,90,70,97,89.2,100,N/A,88.1,15,50,70
The Gambia,2002,57.7,50,10,73,84.1,55,N/A,81.9,65.6,50,50
The Netherlands,2002,75.1,90,89,43.6,39.3,70,N/A,84.6,79.6,90,90
The Philippines,2002,60.7,50,28,77.4,88,55,N/A,75.9,71.6,50,50
Timor-Leste,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Togo,2002,45.2,30,10,54.3,89.2,40,N/A,82.7,61,30,10
Tonga,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trinidad and Tobago,2002,70.1,70,53,71.6,76.5,70,N/A,82.8,66.8,70,70
Tunisia,2002,60.2,50,52,68.8,69.3,70,N/A,84.3,27.2,70,50
Turkey,2002,54.2,50,38,65.2,58.9,55,N/A,41,79.6,50,50
Turkmenistan,2002,43.2,30,10,85.1,81.3,55,N/A,62.5,25,30,10
Uganda,2002,61,50,23,80.7,90.3,70,N/A,83.2,72.2,50,30
Ukraine,2002,48.2,30,15,66.1,58.9,55,N/A,58.2,71,50,30
United Arab Emirates,2002,73.6,70,90,99.9,58.3,85,N/A,81.9,77,50,50
United Kingdom,2002,78.5,90,87,61.5,58.9,85,N/A,84.7,79.6,70,90
United States,2002,78.4,90,78,63.4,65.3,85,N/A,84.1,79.4,70,90
Uruguay ,2002,68.7,70,44,86.9,69.3,70,N/A,80.1,58,70,70
Uzbekistan,2002,38.5,30,24,50.9,69.3,40,N/A,42.4,50,30,10
Vanuatu,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Venezuela ,2002,54.7,30,27,75,89.2,55,N/A,56.9,58.8,50,50
Vietnam,2002,45.6,10,25,54.1,90.3,40,N/A,80.4,51,30,30
Yemen,2002,48.6,30,10,74.9,69.3,55,N/A,69.7,68.6,30,30
Zambia,2002,59.6,50,34,75.8,76.5,55,N/A,57.7,67.6,70,50
Zimbabwe,2002,36.7,10,30,64.8,52,55,N/A,38.5,59.8,10,10
Afghanistan,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Albania,2001,56.6,30,23,79.5,71.2,70,N/A,71.8,63.8,70,30
Algeria,2001,57.3,30,50,64.6,63.3,70,N/A,78.2,59.6,50,50
Angola,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Argentina,2001,68.6,50,30,72.5,79.7,85,N/A,95.4,65,70,70
Armenia,2001,66.4,50,30,81.9,85.5,55,N/A,77.8,77,70,70
Australia,2001,77.4,90,87,55.4,67.3,70,N/A,87.9,79,70,90
Austria,2001,68.1,90,76,44.2,25,70,N/A,89.6,78,70,70
Azerbaijan,2001,50.3,30,17,71.8,86.8,55,N/A,65.1,66.8,30,30
Bahrain,2001,75.9,60,70,99.2,73,85,N/A,90.3,75.4,50,80
Bangladesh ,2001,51.2,30,23,77.3,93.3,40,N/A,68.6,48.8,50,30
Barbados,2001,71.5,90,70,58.8,65.3,85,N/A,87.4,46.8,70,70
Belarus,2001,38,30,34,66,41.9,40,N/A,0,70.2,30,30
Belgium,2001,63.8,90,53,33.2,22,70,N/A,88.3,78,70,70
Belize,2001,65.9,70,50,83.6,74.8,70,N/A,88.9,56,50,50
Benin,2001,60.1,30,30,71.5,97,70,N/A,81.2,61,50,50
Bhutan,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bolivia,2001,68,50,25,88.2,74.8,55,N/A,87.7,71.6,90,70
Bosnia and Herzegovina,2001,36.6,10,10,67,0,40,N/A,75.2,67.6,30,30
Botswana,2001,66.8,70,61,80.4,61.1,70,N/A,77.6,61,50,70
Brazil,2001,61.9,50,41,87,71.2,70,N/A,81.3,57,50,50
Bulgaria,2001,51.9,50,33,58.1,67.3,55,N/A,26.2,57.2,70,50
Burkina Faso,2001,56.7,30,10,73.4,76.5,55,N/A,84.6,61,70,50
Burma,2001,46.1,30,10,74.9,95.7,40,N/A,55.1,69,10,30
Burundi,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cambodia,2001,59.6,30,30,91.6,94.1,55,N/A,73.2,62.8,50,50
Cameroon,2001,53.3,30,15,50.4,89.2,55,N/A,78.6,61.6,50,50
Canada,2001,71.2,90,92,41.5,47.1,85,N/A,87.2,77.8,50,70
Cape Verde,2001,56.3,70,30,64.9,61.1,70,N/A,71.2,39.4,70,30
Central African Republic,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chad,2001,46.4,30,10,45.9,85.5,55,N/A,77.3,53.8,30,30
Chile,2001,75.1,90,69,73.7,84.1,85,N/A,82.4,71.6,70,50
China,2001,52.6,30,34,70.4,94.1,55,N/A,84.1,46,30,30
Colombia,2001,65.6,50,29,72.4,88,70,N/A,71.7,69.2,70,70
Comoros,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Costa Rica ,2001,67.6,50,51,83.2,88,70,N/A,74.3,71.8,70,50
C̫te d'Ivoire ,2001,54.8,30,26,52.1,82.7,55,N/A,86,61,50,50
Croatia,2001,50.7,30,27,66.9,33.7,55,N/A,71.7,71.6,50,50
Cuba,2001,31.6,10,10,46.5,0,40,N/A,77,60.6,30,10
Cyprus,2001,71,90,50,71.4,58.9,85,N/A,86.2,77,50,70
Czech Republic,2001,70.2,70,46,67.5,49.6,85,N/A,81.2,72.8,70,90
Democratic Republic of Congo,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Denmark,2001,68.3,90,100,31.6,0,85,N/A,90.3,78,70,70
Djibouti,2001,58.3,50,30,87.1,67.3,55,N/A,84,51,50,50
Dominica,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominican Republic,2001,59.1,30,30,85.3,93.3,55,N/A,79.2,59.4,50,50
Ecuador,2001,55.1,30,24,90.8,85.5,55,N/A,51.9,59,70,30
Egypt,2001,51.5,50,33,66.1,54.4,55,N/A,78.3,47.2,50,30
El Salvador ,2001,73,50,39,83.7,94.1,85,N/A,87.6,77.2,70,70
Equatorial Guinea,2001,47.9,10,10,89.5,90.3,55,N/A,75.1,61,30,10
Eritrea,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Estonia,2001,76.1,70,57,79.6,67.3,85,N/A,80.6,85,90,70
Ethiopia,2001,48.9,30,30,66.7,78.1,55,N/A,74.4,46,30,30
Fiji,2001,53.7,30,30,70.7,63.3,70,N/A,79,60.2,30,50
Finland,2001,69.7,90,98,55.6,28,70,N/A,87.9,78,70,50
France,2001,58,70,66,33.9,18.9,70,N/A,85,78,50,50
Gabon,2001,55,50,50,52.2,63.3,55,N/A,85.3,39,50,50
Georgia,2001,58.3,50,23,90.9,89.2,55,N/A,61.1,75.6,50,30
Germany,2001,69.5,90,80,44.7,33.7,70,N/A,89.4,78,90,50
Ghana,2001,58,50,33,73,84.1,55,N/A,71,56,50,50
Greece,2001,63.4,70,49,50.9,54.4,70,N/A,78.3,78,70,50
Guatemala ,2001,65.1,50,32,86.7,94.9,55,N/A,74.8,72.6,50,70
Guinea,2001,58.4,30,30,71.3,92.3,55,N/A,76.6,70.2,50,50
Guinea-Bissau,2001,42.5,10,10,65.9,81.3,40,N/A,70.9,64.8,30,10
Guyana,2001,53.3,50,30,60.3,54.4,55,N/A,79,51,50,50
Haiti,2001,47.1,10,10,78.3,95.7,40,N/A,64.7,65,30,30
Honduras ,2001,57,30,18,81.9,86.8,55,N/A,67.2,73.8,50,50
Hong Kong,2001,89.9,90,77,93.7,91,100,N/A,87.4,90,90,90
Hungary ,2001,65.6,70,52,65.7,41.9,70,N/A,73.3,77.8,70,70
Iceland,2001,73.4,90,92,62.9,58.9,70,N/A,84.6,82.4,70,50
India,2001,49,50,29,77,76.5,55,N/A,68.2,25.6,30,30
Indonesia,2001,52.5,30,17,80.4,86.8,55,N/A,56.2,67.2,50,30
Iran,2001,35.9,10,10,41.3,82.7,40,N/A,57.2,62,10,10
Iraq,2001,17.2,10,10,10,10.2,55,N/A,0,40,10,10
Ireland,2001,81.2,90,77,63,71.2,85,N/A,86.6,78,90,90
Israel,2001,66.1,70,68,53.1,30.9,70,N/A,80,83,90,50
Italy,2001,63,70,47,47.1,28,70,N/A,86.5,78,70,70
Jamaica ,2001,63.7,50,38,76.7,84.1,70,N/A,78.3,76.4,70,30
Japan,2001,70.9,90,60,70.4,58.9,85,N/A,92.8,80.6,50,50
Jordan,2001,68.3,70,44,76.2,61.1,70,N/A,87.4,65.8,70,70
Kazakhstan,2001,51.8,30,23,79.2,88,55,N/A,66.2,65,30,30
Kenya,2001,57.6,50,20,77.3,76.5,55,N/A,78.9,60.6,50,50
Kiribati,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kuwait,2001,68.2,90,70,99.9,44.5,70,N/A,80.8,78.6,30,50
Kyrgyz Republic ,2001,53.7,30,22,68.7,86.8,55,N/A,55.7,65,50,50
Laos,2001,33.5,10,10,71,81.3,40,N/A,13.8,55.6,10,10
Latvia,2001,66.4,50,34,75.5,65.3,70,N/A,83.2,80,70,70
Lebanon,2001,61,50,10,92.3,63.3,70,N/A,86.2,57,50,70
Lesotho,2001,50.6,50,30,64.3,28,55,N/A,66.7,61,50,50
Liberia,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Libya,2001,34,10,10,53.6,54.6,40,N/A,69.1,49,10,10
